,event,logger,level,timestamp,thread,pair,metadata_calculation_interval_in_seconds,metadata_update_interval_in_seconds,total_runtime_in_seconds
433,starting pair,compute_covidcast_meta,info,2022-01-01T04:18:40.007070Z,MetacacheThread-3,"(safegraph, part_time_work_prop_7dav)",,,
434,starting pair,compute_covidcast_meta,info,2022-01-01T04:18:56.117488Z,MetacacheThread-8,"(safegraph, restaurants_visit_num)",,,
435,starting pair,compute_covidcast_meta,info,2022-01-01T04:19:13.600711Z,MetacacheThread-7,"(safegraph, restaurants_visit_prop)",,,
436,starting pair,compute_covidcast_meta,info,2022-01-01T04:19:13.835006Z,MetacacheThread-6,"(usa-facts, confirmed_7dav_cumulative_num)",,,
437,starting pair,compute_covidcast_meta,info,2022-01-01T04:19:21.803656Z,MetacacheThread-1,"(usa-facts, confirmed_7dav_cumulative_prop)",,,
438,starting pair,compute_covidcast_meta,info,2022-01-01T04:19:27.364172Z,MetacacheThread-2,"(usa-facts, confirmed_7dav_incidence_num)",,,
439,starting pair,compute_covidcast_meta,info,2022-01-01T04:19:34.118182Z,MetacacheThread-9,"(usa-facts, confirmed_7dav_incidence_prop)",,,
440,starting pair,compute_covidcast_meta,info,2022-01-01T04:20:16.742419Z,MetacacheThread-8,"(usa-facts, confirmed_cumulative_num)",,,
441,starting pair,compute_covidcast_meta,info,2022-01-01T04:20:16.867026Z,MetacacheThread-6,"(usa-facts, confirmed_cumulative_prop)",,,
442,starting pair,compute_covidcast_meta,info,2022-01-01T04:20:17.204902Z,MetacacheThread-7,"(usa-facts, confirmed_incidence_num)",,,
443,starting pair,compute_covidcast_meta,info,2022-01-01T04:20:17.262685Z,MetacacheThread-1,"(usa-facts, confirmed_incidence_prop)",,,
444,starting pair,compute_covidcast_meta,info,2022-01-01T04:20:23.918629Z,MetacacheThread-3,"(usa-facts, deaths_7dav_cumulative_num)",,,
445,starting pair,compute_covidcast_meta,info,2022-01-01T04:20:27.096937Z,MetacacheThread-0,"(usa-facts, deaths_7dav_cumulative_prop)",,,
446,starting pair,compute_covidcast_meta,info,2022-01-01T04:20:32.831485Z,MetacacheThread-2,"(usa-facts, deaths_7dav_incidence_num)",,,
447,starting pair,compute_covidcast_meta,info,2022-01-01T04:20:44.135028Z,MetacacheThread-9,"(usa-facts, deaths_7dav_incidence_prop)",,,
448,starting pair,compute_covidcast_meta,info,2022-01-01T04:21:04.538948Z,MetacacheThread-3,"(usa-facts, deaths_cumulative_num)",,,
449,starting pair,compute_covidcast_meta,info,2022-01-01T04:21:04.650675Z,MetacacheThread-0,"(usa-facts, deaths_cumulative_prop)",,,
450,starting pair,compute_covidcast_meta,info,2022-01-01T04:21:14.380137Z,MetacacheThread-6,"(usa-facts, deaths_incidence_num)",,,
451,starting pair,compute_covidcast_meta,info,2022-01-01T04:21:14.588735Z,MetacacheThread-7,"(usa-facts, deaths_incidence_prop)",,,
452,starting pair,compute_covidcast_meta,info,2022-01-01T04:21:14.611257Z,MetacacheThread-8,"(youtube-survey, raw_cli)",,,
453,starting pair,compute_covidcast_meta,info,2022-01-01T04:21:14.618016Z,MetacacheThread-8,"(youtube-survey, raw_ili)",,,
454,starting pair,compute_covidcast_meta,info,2022-01-01T04:21:14.620763Z,MetacacheThread-8,"(youtube-survey, smoothed_cli)",,,
455,starting pair,compute_covidcast_meta,info,2022-01-01T04:21:14.637726Z,MetacacheThread-8,"(youtube-survey, smoothed_ili)",,,
456,"no jobs left, thread terminating",compute_covidcast_meta,info,2022-01-01T04:21:14.651685Z,MetacacheThread-8,,,,
457,"no jobs left, thread terminating",compute_covidcast_meta,info,2022-01-01T04:21:20.289169Z,MetacacheThread-2,,,,
458,"no jobs left, thread terminating",compute_covidcast_meta,info,2022-01-01T04:21:20.409348Z,MetacacheThread-1,,,,
459,"no jobs left, thread terminating",compute_covidcast_meta,info,2022-01-01T04:21:37.194136Z,MetacacheThread-9,,,,
460,"no jobs left, thread terminating",compute_covidcast_meta,info,2022-01-01T04:21:49.793576Z,MetacacheThread-3,,,,
461,"no jobs left, thread terminating",compute_covidcast_meta,info,2022-01-01T04:21:56.758596Z,MetacacheThread-0,,,,
462,"no jobs left, thread terminating",compute_covidcast_meta,info,2022-01-01T04:21:56.777427Z,MetacacheThread-6,,,,
463,"no jobs left, thread terminating",compute_covidcast_meta,info,2022-01-01T04:21:58.772468Z,MetacacheThread-7,,,,
464,"no jobs left, thread terminating",compute_covidcast_meta,info,2022-01-01T08:09:33.047832Z,MetacacheThread-5,,,,
465,"no jobs left, thread terminating",compute_covidcast_meta,info,2022-01-01T08:09:33.084986Z,MetacacheThread-4,,,,
466,jobs complete,compute_covidcast_meta,info,2022-01-01T08:09:33.085241Z,,,,,
467,all threads terminated,compute_covidcast_meta,info,2022-01-01T08:09:33.085760Z,,,,,
468,covidcast_meta result: success (code 1),metadata_cache_updater,info,2022-01-01T08:09:33.122223Z,,,,,
469,successfully cached epidata,metadata_cache_updater,info,2022-01-01T08:09:33.209552Z,,,,,
470,Generated and updated covidcast metadata,metadata_cache_updater,info,2022-01-01T08:09:33.212526Z,,,14955.04,0.09,14955.13
