,event,logger,level,timestamp,thread,pair,metadata_calculation_interval_in_seconds,metadata_update_interval_in_seconds,total_runtime_in_seconds
252,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:14.370281Z,MetacacheThread-6,"(fb-survey, smoothed_wreceived_news_journalists)",,,
253,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:14.652072Z,MetacacheThread-7,"(fb-survey, smoothed_wreceived_news_local_health)",,,
254,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:15.484015Z,MetacacheThread-2,"(fb-survey, smoothed_wreceived_news_none)",,,
255,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:16.001260Z,MetacacheThread-8,"(fb-survey, smoothed_wreceived_news_politicians)",,,
256,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:17.309532Z,MetacacheThread-6,"(fb-survey, smoothed_wreceived_news_religious)",,,
257,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:17.460644Z,MetacacheThread-1,"(fb-survey, smoothed_wrestaurant_1d)",,,
258,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:17.633104Z,MetacacheThread-7,"(fb-survey, smoothed_wrestaurant_indoors_1d)",,,
259,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:18.219146Z,MetacacheThread-2,"(fb-survey, smoothed_wscreening_tested_positive_14d)",,,
260,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:18.888043Z,MetacacheThread-8,"(fb-survey, smoothed_wshop_1d)",,,
261,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:19.497049Z,MetacacheThread-2,"(fb-survey, smoothed_wshop_indoors_1d)",,,
262,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:20.160586Z,MetacacheThread-6,"(fb-survey, smoothed_wspent_time_1d)",,,
263,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:21.008334Z,MetacacheThread-9,"(fb-survey, smoothed_wspent_time_indoors_1d)",,,
264,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:21.830676Z,MetacacheThread-1,"(fb-survey, smoothed_wtested_14d)",,,
265,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:22.884084Z,MetacacheThread-8,"(fb-survey, smoothed_wtested_positive_14d)",,,
266,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:24.414486Z,MetacacheThread-6,"(fb-survey, smoothed_wtravel_outside_state_5d)",,,
267,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:25.498470Z,MetacacheThread-7,"(fb-survey, smoothed_wtravel_outside_state_7d)",,,
268,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:26.875152Z,MetacacheThread-8,"(fb-survey, smoothed_wtrust_covid_info_cdc)",,,
269,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:27.373877Z,MetacacheThread-2,"(fb-survey, smoothed_wtrust_covid_info_doctors)",,,
270,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:29.299323Z,MetacacheThread-9,"(fb-survey, smoothed_wtrust_covid_info_experts)",,,
271,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:30.801523Z,MetacacheThread-8,"(fb-survey, smoothed_wtrust_covid_info_friends)",,,
272,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:30.982513Z,MetacacheThread-2,"(fb-survey, smoothed_wtrust_covid_info_govt_health)",,,
273,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:32.466545Z,MetacacheThread-6,"(fb-survey, smoothed_wtrust_covid_info_journalists)",,,
274,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:32.901801Z,MetacacheThread-9,"(fb-survey, smoothed_wtrust_covid_info_politicians)",,,
275,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:33.456269Z,MetacacheThread-7,"(fb-survey, smoothed_wtrust_covid_info_religious)",,,
276,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:34.287129Z,MetacacheThread-1,"(fb-survey, smoothed_wtry_vaccinate_1m)",,,
277,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:34.387646Z,MetacacheThread-8,"(fb-survey, smoothed_wvaccinate_children)",,,
278,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:34.726483Z,MetacacheThread-2,"(fb-survey, smoothed_wvaccinate_child_oldest)",,,
279,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:34.765651Z,MetacacheThread-2,"(fb-survey, smoothed_wvaccine_barrier_appointment_location)",,,
280,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:34.921101Z,MetacacheThread-2,"(fb-survey, smoothed_wvaccine_barrier_appointment_location_has)",,,
281,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:35.082126Z,MetacacheThread-2,"(fb-survey, smoothed_wvaccine_barrier_appointment_location_tried)",,,
282,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:35.083461Z,MetacacheThread-2,"(fb-survey, smoothed_wvaccine_barrier_appointment_time)",,,
283,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:35.175281Z,MetacacheThread-1,"(fb-survey, smoothed_wvaccine_barrier_appointment_time_has)",,,
284,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:36.110852Z,MetacacheThread-8,"(fb-survey, smoothed_wvaccine_barrier_appointment_time_tried)",,,
285,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:36.304848Z,MetacacheThread-6,"(fb-survey, smoothed_wvaccine_barrier_childcare)",,,
286,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:36.361829Z,MetacacheThread-8,"(fb-survey, smoothed_wvaccine_barrier_childcare_has)",,,
287,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:36.650345Z,MetacacheThread-9,"(fb-survey, smoothed_wvaccine_barrier_childcare_tried)",,,
288,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:36.705970Z,MetacacheThread-7,"(fb-survey, smoothed_wvaccine_barrier_document)",,,
289,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:36.863631Z,MetacacheThread-9,"(fb-survey, smoothed_wvaccine_barrier_document_has)",,,
290,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:39.504392Z,MetacacheThread-1,"(fb-survey, smoothed_wvaccine_barrier_document_tried)",,,
291,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:39.702940Z,MetacacheThread-1,"(fb-survey, smoothed_wvaccine_barrier_eligible)",,,
292,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:39.805643Z,MetacacheThread-2,"(fb-survey, smoothed_wvaccine_barrier_eligible_has)",,,
293,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:40.489043Z,MetacacheThread-8,"(fb-survey, smoothed_wvaccine_barrier_eligible_tried)",,,
294,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:40.714707Z,MetacacheThread-6,"(fb-survey, smoothed_wvaccine_barrier_language)",,,
295,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:40.738194Z,MetacacheThread-8,"(fb-survey, smoothed_wvaccine_barrier_language_has)",,,
296,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:41.033061Z,MetacacheThread-9,"(fb-survey, smoothed_wvaccine_barrier_language_tried)",,,
297,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:41.182975Z,MetacacheThread-7,"(fb-survey, smoothed_wvaccine_barrier_none)",,,
298,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:41.281744Z,MetacacheThread-9,"(fb-survey, smoothed_wvaccine_barrier_none_has)",,,
299,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:44.148029Z,MetacacheThread-2,"(fb-survey, smoothed_wvaccine_barrier_none_tried)",,,
300,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:44.296084Z,MetacacheThread-2,"(fb-survey, smoothed_wvaccine_barrier_no_appointments)",,,
301,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:44.435585Z,MetacacheThread-1,"(fb-survey, smoothed_wvaccine_barrier_no_appointments_has)",,,
302,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:44.842031Z,MetacacheThread-8,"(fb-survey, smoothed_wvaccine_barrier_no_appointments_tried)",,,
303,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:44.973520Z,MetacacheThread-8,"(fb-survey, smoothed_wvaccine_barrier_other)",,,
304,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:45.129435Z,MetacacheThread-8,"(fb-survey, smoothed_wvaccine_barrier_other_has)",,,
305,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:45.271782Z,MetacacheThread-8,"(fb-survey, smoothed_wvaccine_barrier_other_tried)",,,
306,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:45.273413Z,MetacacheThread-8,"(fb-survey, smoothed_wvaccine_barrier_technical_difficulties)",,,
307,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:45.442134Z,MetacacheThread-9,"(fb-survey, smoothed_wvaccine_barrier_technical_difficulties_has)",,,
308,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:45.450848Z,MetacacheThread-6,"(fb-survey, smoothed_wvaccine_barrier_technical_difficulties_tried)",,,
309,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:45.676540Z,MetacacheThread-6,"(fb-survey, smoothed_wvaccine_barrier_technology_access)",,,
310,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:45.986230Z,MetacacheThread-7,"(fb-survey, smoothed_wvaccine_barrier_technology_access_has)",,,
311,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:48.317427Z,MetacacheThread-1,"(fb-survey, smoothed_wvaccine_barrier_technology_access_tried)",,,
312,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:48.509599Z,MetacacheThread-1,"(fb-survey, smoothed_wvaccine_barrier_time)",,,
313,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:48.933885Z,MetacacheThread-2,"(fb-survey, smoothed_wvaccine_barrier_time_has)",,,
314,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:50.001891Z,MetacacheThread-9,"(fb-survey, smoothed_wvaccine_barrier_time_tried)",,,
315,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:50.152144Z,MetacacheThread-7,"(fb-survey, smoothed_wvaccine_barrier_travel)",,,
316,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:50.230143Z,MetacacheThread-9,"(fb-survey, smoothed_wvaccine_barrier_travel_has)",,,
317,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:50.355370Z,MetacacheThread-8,"(fb-survey, smoothed_wvaccine_barrier_travel_tried)",,,
318,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:50.549845Z,MetacacheThread-6,"(fb-survey, smoothed_wvaccine_barrier_type)",,,
319,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:50.577195Z,MetacacheThread-8,"(fb-survey, smoothed_wvaccine_barrier_type_has)",,,
320,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:52.781718Z,MetacacheThread-2,"(fb-survey, smoothed_wvaccine_barrier_type_tried)",,,
321,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:52.806808Z,MetacacheThread-1,"(fb-survey, smoothed_wvaccine_likely_doctors)",,,
322,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:52.959794Z,MetacacheThread-2,"(fb-survey, smoothed_wvaccine_likely_friends)",,,
323,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:54.146962Z,MetacacheThread-9,"(fb-survey, smoothed_wvaccine_likely_govt_health)",,,
324,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:54.186863Z,MetacacheThread-1,"(fb-survey, smoothed_wvaccine_likely_local_health)",,,
325,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:54.550008Z,MetacacheThread-8,"(fb-survey, smoothed_wvaccine_likely_politicians)",,,
326,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:54.579700Z,MetacacheThread-7,"(fb-survey, smoothed_wvaccine_likely_who)",,,
327,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:54.887880Z,MetacacheThread-6,"(fb-survey, smoothed_wwanted_test_14d)",,,
328,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:56.731014Z,MetacacheThread-2,"(fb-survey, smoothed_wwant_info_children_education)",,,
329,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:57.779046Z,MetacacheThread-1,"(fb-survey, smoothed_wwant_info_covid_treatment)",,,
330,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:57.869376Z,MetacacheThread-9,"(fb-survey, smoothed_wwant_info_covid_variants)",,,
331,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:58.265164Z,MetacacheThread-8,"(fb-survey, smoothed_wwant_info_employment)",,,
332,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:58.275450Z,MetacacheThread-7,"(fb-survey, smoothed_wwant_info_mental_health)",,,
333,starting pair,compute_covidcast_meta,info,2022-01-01T04:05:59.661536Z,MetacacheThread-2,"(fb-survey, smoothed_wwant_info_none)",,,
334,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:00.662123Z,MetacacheThread-1,"(fb-survey, smoothed_wwant_info_relationships)",,,
335,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:00.725761Z,MetacacheThread-9,"(fb-survey, smoothed_wwant_info_vaccine_access)",,,
336,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:01.002249Z,MetacacheThread-7,"(fb-survey, smoothed_wwant_info_vaccine_types)",,,
337,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:01.004487Z,MetacacheThread-8,"(fb-survey, smoothed_wwearing_mask)",,,
338,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:02.188051Z,MetacacheThread-2,"(fb-survey, smoothed_wwearing_mask_7d)",,,
339,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:03.230573Z,MetacacheThread-6,"(fb-survey, smoothed_wwork_outside_home_1d)",,,
340,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:03.575497Z,MetacacheThread-1,"(fb-survey, smoothed_wwork_outside_home_indoors_1d)",,,
341,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:03.658820Z,MetacacheThread-9,"(fb-survey, smoothed_wworried_become_ill)",,,
342,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:03.862972Z,MetacacheThread-7,"(fb-survey, smoothed_wworried_catch_covid)",,,
343,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:06.222738Z,MetacacheThread-8,"(fb-survey, smoothed_wworried_finances)",,,
344,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:06.942753Z,MetacacheThread-7,"(fb-survey, smoothed_wworried_vaccine_side_effects)",,,
345,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:07.843402Z,MetacacheThread-6,"(ght, raw_search)",,,
346,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:10.490638Z,MetacacheThread-2,"(ght, smoothed_search)",,,
347,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:11.472427Z,MetacacheThread-9,"(google-survey, raw_cli)",,,
348,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:12.117543Z,MetacacheThread-9,"(google-survey, smoothed_cli)",,,
349,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:12.236426Z,MetacacheThread-7,"(google-symptoms, ageusia_raw_search)",,,
350,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:12.471385Z,MetacacheThread-1,"(google-symptoms, ageusia_smoothed_search)",,,
351,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:12.817186Z,MetacacheThread-9,"(google-symptoms, anosmia_raw_search)",,,
352,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:16.271478Z,MetacacheThread-6,"(google-symptoms, anosmia_smoothed_search)",,,
353,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:16.361280Z,MetacacheThread-8,"(google-symptoms, sum_anosmia_ageusia_raw_search)",,,
354,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:17.974713Z,MetacacheThread-2,"(google-symptoms, sum_anosmia_ageusia_smoothed_search)",,,
355,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:24.826679Z,MetacacheThread-1,"(hhs, confirmed_admissions_covid_1d)",,,
356,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:26.578477Z,MetacacheThread-7,"(hhs, confirmed_admissions_covid_1d_7dav)",,,
357,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:28.635454Z,MetacacheThread-7,"(hhs, confirmed_admissions_covid_1d_prop)",,,
358,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:28.653351Z,MetacacheThread-1,"(hhs, confirmed_admissions_covid_1d_prop_7dav)",,,
359,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:28.681021Z,MetacacheThread-9,"(hhs, confirmed_admissions_influenza_1d)",,,
360,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:29.544470Z,MetacacheThread-6,"(hhs, confirmed_admissions_influenza_1d_7dav)",,,
361,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:30.017865Z,MetacacheThread-9,"(hhs, confirmed_admissions_influenza_1d_prop)",,,
362,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:30.179304Z,MetacacheThread-6,"(hhs, confirmed_admissions_influenza_1d_prop_7dav)",,,
363,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:30.700720Z,MetacacheThread-9,"(hhs, sum_confirmed_suspected_admissions_covid_1d)",,,
364,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:30.761994Z,MetacacheThread-6,"(hhs, sum_confirmed_suspected_admissions_covid_1d_7dav)",,,
365,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:30.943275Z,MetacacheThread-7,"(hhs, sum_confirmed_suspected_admissions_covid_1d_prop)",,,
366,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:30.950431Z,MetacacheThread-1,"(hhs, sum_confirmed_suspected_admissions_covid_1d_prop_7dav)",,,
367,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:33.263706Z,MetacacheThread-6,"(hospital-admissions, smoothed_adj_covid19)",,,
368,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:33.281495Z,MetacacheThread-7,"(hospital-admissions, smoothed_adj_covid19_from_claims)",,,
369,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:33.516946Z,MetacacheThread-1,"(hospital-admissions, smoothed_covid19)",,,
370,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:33.937050Z,MetacacheThread-9,"(hospital-admissions, smoothed_covid19_from_claims)",,,
371,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:34.729722Z,MetacacheThread-2,"(indicator-combination, confirmed_7dav_cumulative_num)",,,
372,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:34.954364Z,MetacacheThread-8,"(indicator-combination, confirmed_7dav_cumulative_prop)",,,
373,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:54.230512Z,MetacacheThread-1,"(indicator-combination, confirmed_7dav_incidence_num)",,,
374,starting pair,compute_covidcast_meta,info,2022-01-01T04:06:54.435710Z,MetacacheThread-6,"(indicator-combination, confirmed_7dav_incidence_prop)",,,
375,starting pair,compute_covidcast_meta,info,2022-01-01T04:08:24.554913Z,MetacacheThread-2,"(indicator-combination, confirmed_cumulative_num)",,,
376,starting pair,compute_covidcast_meta,info,2022-01-01T04:08:24.699499Z,MetacacheThread-8,"(indicator-combination, confirmed_cumulative_prop)",,,
377,starting pair,compute_covidcast_meta,info,2022-01-01T04:08:32.571221Z,MetacacheThread-9,"(indicator-combination, confirmed_incidence_num)",,,
378,starting pair,compute_covidcast_meta,info,2022-01-01T04:08:35.079885Z,MetacacheThread-7,"(indicator-combination, confirmed_incidence_prop)",,,
379,starting pair,compute_covidcast_meta,info,2022-01-01T04:08:45.545206Z,MetacacheThread-1,"(indicator-combination, deaths_7dav_cumulative_num)",,,
380,starting pair,compute_covidcast_meta,info,2022-01-01T04:08:47.407427Z,MetacacheThread-6,"(indicator-combination, deaths_7dav_cumulative_prop)",,,
381,starting pair,compute_covidcast_meta,info,2022-01-01T04:09:27.279859Z,MetacacheThread-3,"(indicator-combination, deaths_7dav_incidence_num)",,,
382,starting pair,compute_covidcast_meta,info,2022-01-01T04:10:20.818512Z,MetacacheThread-1,"(indicator-combination, deaths_7dav_incidence_prop)",,,
383,starting pair,compute_covidcast_meta,info,2022-01-01T04:10:21.187744Z,MetacacheThread-8,"(indicator-combination, deaths_cumulative_num)",,,
384,starting pair,compute_covidcast_meta,info,2022-01-01T04:10:21.397465Z,MetacacheThread-6,"(indicator-combination, deaths_cumulative_prop)",,,
385,starting pair,compute_covidcast_meta,info,2022-01-01T04:10:22.717956Z,MetacacheThread-2,"(indicator-combination, deaths_incidence_num)",,,
386,starting pair,compute_covidcast_meta,info,2022-01-01T04:10:22.728290Z,MetacacheThread-9,"(indicator-combination, deaths_incidence_prop)",,,
387,starting pair,compute_covidcast_meta,info,2022-01-01T04:10:28.011788Z,MetacacheThread-7,"(indicator-combination, nmf_day_doc_fbc_fbs_ght)",,,
388,starting pair,compute_covidcast_meta,info,2022-01-01T04:11:01.872179Z,MetacacheThread-0,"(indicator-combination, nmf_day_doc_fbs_ght)",,,
389,starting pair,compute_covidcast_meta,info,2022-01-01T04:11:05.806919Z,MetacacheThread-0,"(jhu-csse, confirmed_7dav_cumulative_num)",,,
390,starting pair,compute_covidcast_meta,info,2022-01-01T04:11:05.827991Z,MetacacheThread-3,"(jhu-csse, confirmed_7dav_cumulative_prop)",,,
391,starting pair,compute_covidcast_meta,info,2022-01-01T04:12:02.111096Z,MetacacheThread-2,"(jhu-csse, confirmed_7dav_incidence_num)",,,
392,starting pair,compute_covidcast_meta,info,2022-01-01T04:12:03.820891Z,MetacacheThread-8,"(jhu-csse, confirmed_7dav_incidence_prop)",,,
393,starting pair,compute_covidcast_meta,info,2022-01-01T04:12:04.850372Z,MetacacheThread-9,"(jhu-csse, confirmed_cumulative_num)",,,
394,starting pair,compute_covidcast_meta,info,2022-01-01T04:12:06.773278Z,MetacacheThread-6,"(jhu-csse, confirmed_cumulative_prop)",,,
395,starting pair,compute_covidcast_meta,info,2022-01-01T04:12:07.697848Z,MetacacheThread-1,"(jhu-csse, confirmed_incidence_num)",,,
396,starting pair,compute_covidcast_meta,info,2022-01-01T04:13:25.299667Z,MetacacheThread-3,"(jhu-csse, confirmed_incidence_prop)",,,
397,starting pair,compute_covidcast_meta,info,2022-01-01T04:13:25.420010Z,MetacacheThread-0,"(jhu-csse, deaths_7dav_cumulative_num)",,,
398,starting pair,compute_covidcast_meta,info,2022-01-01T04:14:07.803791Z,MetacacheThread-7,"(jhu-csse, deaths_7dav_cumulative_prop)",,,
399,starting pair,compute_covidcast_meta,info,2022-01-01T04:14:20.789367Z,MetacacheThread-2,"(jhu-csse, deaths_7dav_incidence_num)",,,
400,starting pair,compute_covidcast_meta,info,2022-01-01T04:14:21.025552Z,MetacacheThread-9,"(jhu-csse, deaths_7dav_incidence_prop)",,,
401,starting pair,compute_covidcast_meta,info,2022-01-01T04:14:21.162316Z,MetacacheThread-1,"(jhu-csse, deaths_cumulative_num)",,,
402,starting pair,compute_covidcast_meta,info,2022-01-01T04:14:36.060717Z,MetacacheThread-6,"(jhu-csse, deaths_cumulative_prop)",,,
403,starting pair,compute_covidcast_meta,info,2022-01-01T04:14:36.317985Z,MetacacheThread-8,"(jhu-csse, deaths_incidence_num)",,,
404,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:45.127675Z,MetacacheThread-0,"(jhu-csse, deaths_incidence_prop)",,,
405,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:52.653756Z,MetacacheThread-3,"(nchs-mortality, deaths_allcause_incidence_num)",,,
406,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:53.154163Z,MetacacheThread-3,"(nchs-mortality, deaths_allcause_incidence_prop)",,,
407,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:53.499935Z,MetacacheThread-3,"(nchs-mortality, deaths_covid_and_pneumonia_notflu_incidence_num)",,,
408,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:53.758264Z,MetacacheThread-3,"(nchs-mortality, deaths_covid_and_pneumonia_notflu_incidence_prop)",,,
409,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:54.068279Z,MetacacheThread-3,"(nchs-mortality, deaths_covid_incidence_num)",,,
410,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:54.279040Z,MetacacheThread-3,"(nchs-mortality, deaths_covid_incidence_prop)",,,
411,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:54.525462Z,MetacacheThread-3,"(nchs-mortality, deaths_flu_incidence_num)",,,
412,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:54.637086Z,MetacacheThread-3,"(nchs-mortality, deaths_flu_incidence_prop)",,,
413,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:54.746284Z,MetacacheThread-3,"(nchs-mortality, deaths_percent_of_expected)",,,
414,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:54.979222Z,MetacacheThread-3,"(nchs-mortality, deaths_pneumonia_notflu_incidence_num)",,,
415,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:55.245042Z,MetacacheThread-3,"(nchs-mortality, deaths_pneumonia_notflu_incidence_prop)",,,
416,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:55.519540Z,MetacacheThread-3,"(nchs-mortality, deaths_pneumonia_or_flu_or_covid_incidence_num)",,,
417,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:55.781457Z,MetacacheThread-3,"(nchs-mortality, deaths_pneumonia_or_flu_or_covid_incidence_prop)",,,
418,starting pair,compute_covidcast_meta,info,2022-01-01T04:15:56.052711Z,MetacacheThread-3,"(quidel, covid_ag_raw_pct_positive)",,,
419,starting pair,compute_covidcast_meta,info,2022-01-01T04:16:17.232759Z,MetacacheThread-3,"(quidel, covid_ag_smoothed_pct_positive)",,,
420,starting pair,compute_covidcast_meta,info,2022-01-01T04:16:25.198328Z,MetacacheThread-7,"(quidel, raw_pct_negative)",,,
421,starting pair,compute_covidcast_meta,info,2022-01-01T04:16:25.907672Z,MetacacheThread-7,"(quidel, raw_tests_per_device)",,,
422,starting pair,compute_covidcast_meta,info,2022-01-01T04:16:26.615454Z,MetacacheThread-7,"(quidel, smoothed_pct_negative)",,,
423,starting pair,compute_covidcast_meta,info,2022-01-01T04:16:27.974146Z,MetacacheThread-7,"(quidel, smoothed_tests_per_device)",,,
424,starting pair,compute_covidcast_meta,info,2022-01-01T04:16:28.917857Z,MetacacheThread-7,"(safegraph, bars_visit_num)",,,
425,starting pair,compute_covidcast_meta,info,2022-01-01T04:16:31.424688Z,MetacacheThread-2,"(safegraph, bars_visit_prop)",,,
426,starting pair,compute_covidcast_meta,info,2022-01-01T04:16:33.767456Z,MetacacheThread-1,"(safegraph, completely_home_prop)",,,
427,starting pair,compute_covidcast_meta,info,2022-01-01T04:16:41.716492Z,MetacacheThread-8,"(safegraph, completely_home_prop_7dav)",,,
428,starting pair,compute_covidcast_meta,info,2022-01-01T04:16:45.374268Z,MetacacheThread-9,"(safegraph, full_time_work_prop)",,,
429,starting pair,compute_covidcast_meta,info,2022-01-01T04:16:49.239532Z,MetacacheThread-7,"(safegraph, full_time_work_prop_7dav)",,,
430,starting pair,compute_covidcast_meta,info,2022-01-01T04:16:49.271334Z,MetacacheThread-2,"(safegraph, median_home_dwell_time)",,,
431,starting pair,compute_covidcast_meta,info,2022-01-01T04:17:00.169242Z,MetacacheThread-6,"(safegraph, median_home_dwell_time_7dav)",,,
432,starting pair,compute_covidcast_meta,info,2022-01-01T04:18:00.275801Z,MetacacheThread-0,"(safegraph, part_time_work_prop)",,,
